Comments,Label
بلی همتو است مه هم همرایش گپ نمیزنم    ,0
ما از اولش هم حتی یک کلمه پیام نکردیم ... ...چی قهر چی آشتی,0
ای جی حال است او بیادر ای ره منشن کو او ره منشن کو یک پوست درست بانین,0
Wares Arzbigi یک زنگ شه قطع کدیم نفر خفه شده  ,0
Aborihan Shirzad قربان امی که روز 5 یا 6 دفه قهر میکنیم اما ده فکرش نیستیم,0
بلی اما نیست دگه   ,0
با بسته قومم قهر استم ,0
چقه غمگین ,0
حیف ناان... ,0
حیف هیچ ناراحت نیستم,0
کتی کل ملت قهر هستم ,0
بانش    به حال خودش,0
منشن کنی بی فایده ,0
"BA HM AN
گپ خو میزنم اما زیاد بدم آمده چند وقت میشه",0
بلاکش کدیم متاسفانه ,0
جنگ کدیم بلاکم کده      نا گفته نمانه که چندان اخلاق هم نداره اما مه دوستش دارممممممم     ,0
باز روان نمیکنم پیام  ,0
منشن نمیشه,0
"Namat Jafari
اینی بیدرم خوده زیاد سر ما ایلا داده ایبار باش که چی میشه آخر     ",0
بیخی با قهر میکنه     ,0
کاش میبودن اما نیستن,0
متسفانه بلاکش کدیم    ,0
یک گوزوک بود دیگه ههههههه,0
   از ما او نشد,0
هههه بیدر خاند بود مگم بقا نداشت,0
نمیخواهم منشن کنم,0
اقه مهم نیست که منشن شود,0
بلاکش کدم خخخخخ,0
یک قواره  ,0
"Fáýëž ŅoOřżåđa
  
Agha Sa Hib
شیخ صاحب
MahSa Najibyar
مه چیز نمیگمش خودی تان بگوین که چقه لوده است     ",0
Hashmat Ullah Adeeb Mahbobi ارزش شه نداره,0
خیلی خری,0
هیچ تشبیه ات خوبش نبود  ,0
"الماس را مي توانستي مثال دهي
خيله گي ",0
جوره تو هم پیدا نمیشه البته داخل سطل اشغال    ,0
نه اشتباه کدی لالا عزیزم,0
سلو ک زیر پای نشی   ,0
    نموری تو,0
"هیچ دوست مزاری ندارم  
یکی بود قار کد     ",0
MurTaża Åfg یکدفه نبردی تعریف که میکنی,0
بیا تو یک ای چیست ایسکریم مزار ایتو نیست تو خو شیریخه شه میگی,0
"Dadullah Faizi,یک شیریخ دیگه هم قرضدار شدی",0
منشن کنیم حالی جنگ کدن میایه گشنه مورده هاره ,0
بیا تو یک ای چیست ایسکریم مزار ایتو نیست تو خو شیریخه شه میگی,0
خودم در مزار هستم تابحال نخوردیم   ,0
"Dadullah Faizi,یک شیریخ دیگه هم قرضدار شدی",0
Ferdows Mohmand hhhhنخری نامرد باشی,0
Mohammad Saleh Sabet یک شیریخ قرص دار استی,0
Daryosh Arianpoor Tamim Hamraz Imam Taham Arman Jan  ناجوان ها یکی تان خو بخرین,0
ندارم,0
"ZH Ahmed
شک ندارم گشنه استی اما بخر  ",0
متاسفانه دوست مزاری ندارم.....  ,0
"هرچه منشن کدیم هیچی نشد 
شفیق الله عطایی",0
ندارم رفیق مزاری,0
Yama Yam Hamzaیک شریخ قرض دار شدی ههه,0
"Yaqoot Nasir Nadery
دیانا بهار
رفیق های مزاری ما نا جوان هستن  ",0
ندارم  ,0
"او بچه چی وقت میریم 
Faridon Barate
موردم از انتظار   ",0
تو کجا بینی داری لوده   ,0
ندارم دوست مزاری.,0
Alhuda Omaid یک شیریخ قرضدار شدی,0
Mohammad Es Haq Mustaqbil ایتو گشنه است  ,0
"هر آب اناری شفاه نمیشه  

#مسکا",0
واقعا چقه فقیر استیم مه بیچاره  ,0
ای استعدادت قابل تشویش است,0
مره خو هنوزم باورم نمیشه فوتوشاپ باشه  ,0
خخخخخخ کشتیم خدا زده ,0
مه خو هیچ باورم نمیشه فوتوشاپ باشه اصلا  ,0
نی نفهمیدم نام خدا,0
الله حنفی صایب آفرین 0.00 نمره داری,0
باور کو هیچ فامیده نمیشه   ,0
   مردم اوقدر کور مغز فکر کردی,0
باور کو هیچ فامیده نمیشه   ,0
ای استعدادت قابل تشویش است,0
نی نفهمیدم نام خدا,0
خخخخخخ کشتیم خدا زده ,0
الله حنفی صایب آفرین 0.00 نمره داری,0
مه خو هیچ باورم نمیشه فوتوشاپ باشه اصلا  ,0
تو دگه بخی تیار خور بودی والا ,0
خنده دار,0
گمشکو مه که کدی ازیا چکر میرم غالمغال میکنن که تیز میدوانی اوتو میکنی ایتو میکنی بخی دلته از چکر سیاه میکنن    ,0
من وقت ندارم کتی هر ایلایی سفر بروم,0
"Sanam Zubir 
رأست ميكه حيف نأن",0
Shafiq Rahman Rahmani چه کنم دوست دختر ندارم مجبور همراه تو برم,0
"Shah Bacha Laghman, شهزاده بچه شهزاده, دخترک مغرور مغرور با اینها نسق",0
با عزرائیل   ,0
ندارم,0
فیس ندره..... ,0
فیس نداره ,0
چاشت سر كار بودم چيزى پخته نتوانستم     ,0
"تا حال نان چاشت نخوردیم 
نیست کدام کاکه که مهمانم کنه ",0
حوصله خوردن هیچ نیست خسته و مانده کار,0
مادرم میگه نان او بخورین حوصله دیگ کدن رخه ندارم,0
زهر,0
چاشت قراره غم بخوریم ,0
ھی گشنہ نمیگمت   ,0
قورمه خاک ,0
ههههههه حیف کشتن,0
"Rohullah Rafi
ولا بسیار سخت است",0
ھھھ پدرم امروز بہ ک ل ما گفت پنج اولاد دارم کہ آرزو داشتم  یکیش داکتر شون مثلی خودم ولی  داکتر نشدن  بہ بیادر کلانم گفت تو خو ھیچ بہ گپم نکدی بہ بیادر دومم گفت تو خو میتانستی چرا داکتر نشدی جرا ت ھم داشتی خواھر کلانمہ گفت خیرہ تو خو اینجہ زندگی نمیکنی خواھر دیگیمہ گفت سر تو خو طب میخانم طرف مہ سیل کد گفت از تو ھیچ توقع ندارم تو ھمو پوھنزی ھنرای زیبا رہ ھم بخانی زیاد است    ,0
و باید خوده میکشتی با ایی گپ اما تو بجای خودکشی آمدی به ما پوست میمانی,0
"با این گپ پدر جان اگر من میبودم. خودکشی میکردم. 
چی سیل داری بخیز. برو خوده ادام کن بهتره   ",0
راست گفته برو خود دار دی ازین گپ کرده,0
راست گفته سلیم شاهین واری حتی لاف هم یاد نداشتی بزنی ,0
هههههه کسی اقدر بیکار نیست,0
هههههه کسی اقدر بیکار نیست,0
خودت از رفیقت بدتری ,0
مامد الله مندوزی هم وعده خلاف است وهم پول دوست,0
"Shams Sarwari ههههه اینه که وعده خلاف فراری ره یافتم
     ",0
Imran Mangal بسیار دروغ گویی استی هر دفعه وعده میتی باز وعده خلافی میکنی,0
مامد الله مندوزی هم وعده خلاف است وهم پول دوست,0
"Shams Sarwari ههههه اینه که وعده خلاف فراری ره یافتم
     ",0
"Asmat Hashemi
نان چاشت سرت چپه شد فرار کدی 
او فراری",0
Ahmad Bahis Farukh همی ادم با پا پدر خود هم وعده خلافی میکنه بسیار لچک است        ,0
Abid Afg هههههههه بسیار محکم وعده خلاف است ,0
 وعده خلاف,0
محمدحکیم دانش اینمی آدم خیلی وعده خلاف استه ,0
Håmşa Aźiźiولا خوارک بسیار وعده خلاف استی  ,0
Ali Yasir Ali ZadaZadaوعده میته باز وفا نمیکنه  ,0
دمور شهزادګی بي حد وعده خلاف,0
"Ashraf Ghani
کلان کلان آدما استین یکدانه اشرف غنی ره منشن نمیتانین ",0
"عابدین ایوبی تو خو بسیار وعده خلاف هستی 
 بانو همدم تواز عابد کرده هم وعده خلاف هستی
AsOo AteSh اسمایم بسیار وعده خلاف برامدی به وعده هایت وفا نکردی      از همه تان قهر هستم",0
"Nasrin Hikmat
میگه شب برمیگردم اما نمیایه
میگه توره کباب خوردن میبرم نمیبره
میگه میبرمت آیسکریم میتم باز نمیبره
میگه صبح میریم سپورت باز میخوابه  ",0
ولا اشرف غنی فرندم نیست متاسفانه,0
مه خوب صحیح مطلبت کیست ناق خوده بی یاب نکو,0
ای قسم دوست فراری ندارم الحمدلله,0
"
بسیار بی وفاست",0
"دوستی فراری ندارم 
خدا او رنگ دوست را به کسی نشان نته",0
اشرفک فراری      ,0
Basher Ahmady طرف ریس جمهورت رفتی گنایت نیس     چطو      ,0
"Mustafa Ehsass
وعده زیاد داده اما عمل نکده هنوز",0
اشرف غنی اس وعده میکنه عمل نی,0
زرکلن,0
"M Reza Rassam
اینمی خر  مهمانی هم نداد",0
فراری که دوست حساب نمیشه ,0
"Rateb Majeedzada
N Noori Quraishi
   اینی گکا هر دفه وعده میتن فرار میکنن باز اما یک بنده خدا خوش نداره درفیس نام شه منشن کنه کسی اما مجبور بودم دگه چون حقیقت بود  ",0
"Wais Jan Azizi  
وعده میدهی باز اجرا نمی کنی",0
"Hamed Bromand
وعده خلاف درجه اول      ",0
Neel Warasta زیاد وعده خلاف هستی,0
بی معنی ,0
نادیده میگیرم   ,0
"بیاب اش میکنم 
انتقام میگیرم لذت که در انتقام گرفتن هست در بخشیدن نیست دلش از زندگی سیاه میکنم",0
نادیده میگیرم,0
توم ادم خوبی نیستی,0
انتقام,0
تو بی تبیه,0
لذتی که ده انتقام اس ده دیگرایش نیس  ,0
او آدم چقدر گپ یاد داری    ,0
نادیده میگیرم,0
تو اصلآ آدم نیستی ,0
نادیده میگیرم ,0
توم ادم خوبی نیستی,0
تو هیچ آدم نیستی ,0
نادیده,0
هههههه بسیار بد کار میکنی,0
نادیده میگیرم  ,0
"انتقام میگیرم
 قلب شکن هستم",0
انتقام میگرم,0
من نادیده میگرم,0
"پس
تو بی تربیه هستی.",0
اهل انتقامم  ,0
دشنام ,0
خی خودت هم آدم خبیس هستی چطور  ,0
Sabera Rezaee  سیل تو ره گفته او نادیده هههههههه,0
اينالى همو داكتر هاى بدرنگ هم خوده در جم مقبول ها ميزنه      ,0
نی ولا زیاتر شان همطو بدرنگ استن که نگو,0
بیخی روحیه ماره ضرب صفر میکنی تو,0
"Raees SoHan
اینه از همو جراح های بی رحم   ",0
كور شوم اگر ديده باشم ,0
" 
خوش نداروم",0
گپ ناق,0
عفت خرم,0
"Shiba Durni
ای شیشک",0
مه خو هیچ دختر مقبول در ای رشته ندیدیم,0
دوزخی  ,0
ای صفحه دیگه گدود شد,0
دعوت به جنگ     ,0
امتو لوده است یگان جای   ,0
کاملا جور نشده,0
خیره دگه تحمل کنین اگه یک شب برق نباشه قیامت خو نمیشه کشتی خوده بی برقی گفته  ,0
كه جور هم باشه 24 ساعته خو نيست,0
کاملا جور نشده,0
كه جور هم باشه 24 ساعته خو نيست,0
بلی باز رفت,0
"فریب دادن . 

#مسکا",0
"بمرررر نسق
ماهرروز بدون ارایش کورس میریم
حتما زن تو بدون آرایش گشته نمیتانه",0
کامل غلط هر دختر فرق میکنه آدم جز محفل نمیشه هر جایی آرایش کد ,0
استاده کایی تشناب نمی تانن ,0
بنظرم چاه کنده نمیتاند چاه کنی یا هم حفر کردن چاه ,0
هرگز قلبی کسی  ره از بین برده نمیتانن چون عاطفه شان اجازه ای کاره نمیته برشان  ,0
اتفاقا دخترا هیچ کاری کرده نمیتانم,0
که خوده جلوه نتن دلشان میکفه,0
نگین بی ادب هستم   ,0
"اگ  آریش کنیم یا نی طرف ما سیل میکنین     
گپ ناق هم نزنین   ",0
با مادر کیک آشتی نمیشن چطو Bena Fsha    ,0
سر خوده مثل باز محمد کل کده نمیتانند,0
"فريب داده نميتانن
قتل كده نميتانن 
دل بيرحم داشته نميتانن
رهزني كده نميتانن ...",0
"دختـــــرا نمیتانن همــزمان با یک نفــر مسج کنن 

 ",0
ریش خودرا کل کرده نمیتوانند    ,0
بدون بوت های بلند بیرون رفته نمیتانن,0
بیدون انترنیت زنده گی کده نمی تانن    ,0
دختران افغان پبجی ز ده نمیتانه انی استاذ رفیع الله غوربندی,0
ریش مانده نمیتوانند,0
شراب خورده نميتانن,0
موبایل خوده در دستکول خود مانده نمیتانن همیشه وقت در دست شان است,0
قندولکا بدون اجازه فامیل جای رفته نمیتانن,0
غیبت   ,0
بچه ره گپ دادن نمیتانن,0
هرروز بیدون ارایش مکتب میریم نسق,0
پان زده نمیتانن,0
از بین بردن وبقتل رساندن موش        ,0
افسوس ب حال شما باسواد ها....,0
مره گپ داده نمیتانن  ,0
هههههههه با چلپاسک دوستی نمیتانیم    ,0
نفر کشتن ,0
فراموش کردن,0
فریب دادن,0
دروغ گفتن و فریب دادن,0
پور خورى  ,0
هر کار کده میتانن نسق ها,0
گپ دادن,0
دروغ و غیبت      ,0
همه کار میتانن باز خیانت خو بیخی زیاد,0
قبر کنی    ,0
نصوار انداختن    ,0
فریب دادن  ,0
فریب دادن   ,0
مخالف هستم بعضی دخترا ایقسم نیست  ,0
توره لت کدن  ,0
قتل,0
کشتن,0
اما خوب خصلت ندارند قناعت سرمایه است ,0
"خدا بگیره اوقسم پسر ها را
 افففف سری شان میده کنم
به یگ دانه قناعت نمی کند    ",0
حالی که در خانه یک درخت باشه در بیرون به دگه درختا دیده نمیتوانیم ,0
هاله که ده خانه یگ درخت باشه به دگه درختا سی کده نه میتونیم,0
تمام ناخن ها یک سان نیه به کم گفته قانع نیه اما اگر مکمل بشه حتما قانع,0
مگم دختر ها  همه فریب کار اند,0
حقیقت تلخ است باز بپرسی سر شان بد میخورند   ,0
حقیقت تلخ است باز بپرسی سر شان بد میخورند   ,0
زور میته شماره ماکو هستیم امیتو,0
هاله که ده خانه یگ درخت باشه به دگه درختا سی کده نه میتونیم,0
حیف نان هرکی در باره خود بگویه چرا که بعضی بچه ها ای خصلت نداره,0
کاش یکدانه اش را نگهداری بتوانی ,0
"SulTan Da Dār
10تا داری هنوز هم پوزت را ده خاک میزنی که ندارم",0
Zahir Asil ماشاالله هیچ قناعت نداری بچیم   ,0
"Jan Mohammad Omari
به ۱۰ بار نامزاد شدن هم چاریش نمیشه.           
انی  Zarin Shah Abdali",0
Rayees Sameer Badakhshe تو خو هیچ سیری نداری,0
"خدا بگیره اوقسم پسر ها را
 افففف سری شان میده کنم
به یگ دانه قناعت نمی کند    ",0
همه شان اینگونه نیستن  . ,0
این پوست واقعآ حیف نان است,0
Milad Mudaser خاین خههههههههه اصلی داستان ما واری,0
"دقیق 
او قسم شخص از حیوان بدتر اس
 ",0
او مرد نیست.. ,0
خدا اینها ره بزنه .,0
پسر ها مهربان نیستن   ,0
"Elias Naseri
هر جای بیاب میشی  ",0
"هیچ دوست ندارم 
فرند هایم هستن کس شان را نمیشناسم",0
از همي خاطر خو بد بخت استن ,0
قرآن زدی شان,0
"کثافت 
بد کدی",0
ماره تیر از یکیش چی برسه به دوتا  ,0
دخترا خودشان ايلايي است,0
عادت به مرگ شان است ,0
 خدا بزنیشان,0
بدبختن    ,0
"Khalil R Azizi
همین تو هیچ قانع نمیشی   ",0
ای هم بی وفایی بچا,0
همه شان اینطور نیست خر,0
لوده استن دکه ,0
Ahmad Seyar Panjshiryده کم قانع نمیشی,0
"Basir Saraj
Nazir Ahmad Saraj
Mürťàža Påïwănd
ده کم قانعت نمیکند",0
به مبايل هاي ايفون 5 نميايه,0
رفیق قدکوتاه ندارم,0
هههه چیقد زشت ,0
بیخی جن واری   ,0
نیستم قدو ههه,0
هههه چیقد زشت ,0
کشتی  ,0
هیچ خوش نیامدی مسڪا جان,0
يك ادم مزاحم  و بي كار ديگه أضافه شده  ده جمع الاافان  ,0
"خير ناق امدي 
پس برو كه ميگيرندت",0
از ای پیچ هم بیخی خاله بازی جور شد    ,0
حال امو قدم های چرکته سر زمین میگفتی  ,0
خوش آمدی اما ناق آمدی حالی آشتک واری گپت میتن بچای پیج  ,0
حیف نان ,0
ای دیگه خونجیگری ,0
حیف نان ,0
چپ دگه خیله نشو,0
بیخی خیله گی شد  ,0
پلک میزنم که بفتی  ,0
دلت بکفه,0
ایره میگن اعتماد به سقف ,0
خی پیج اشتک بازی شد  ,0
حيف نان ك تو را دادن,0
بمور که پلو ته بخوریم  ,0
خوده بیاب کن ولی ما را مقصد خنده بتی    ,0
خاک د سرت کتی امی امدنت ,0
خدایا جمکودیگه دیوانایته,0
خاک د سر ای نا شکر شود,0
خیلی بی ادب بود دغصه تو هم نشد که ازو کلانتر بودی,0
کشتی از خنده  ,0
ای بچه خر  ,0
ای دگه گرده دردی ,0
دزد ,0
چقه شله هستی اینه رسیدم  ,0
زبیر حیدری کشاد دروغ گوی,0
"Ahmad Owais Latif Rai
لعنت خدا سرت   ",0
"دیالوگ این جانمرگی ها هم هست
Helena Adil
Sadia Fakhri
ZM ZM Badakhsh    ",0
از اول هم هوشیار نبودی ناق خوده هوشیار نگی     ,0
بلی ولی جیگرک گفته نمیشه در گرفته بگین,0
نی ولا از اتو جگرک رنج میبریم ههه,0
بد بختانه که نداریم,0
ما نداریم,0
ما نداریم  ,0
ای دگه غم    ,0
"ایقه ث قیل    
Ahmad Owais Latif Rai",0
الله خیانت کار  خدا بزن اش  ,0
خی حتما اولادش حرامی اس ,0
ما نداريم,0
برق چیست لالا          ,0
دروغ است,0
از ما متاسفانه نیست,0
مه خو ده 24 ساعت روی مبارک برق ره نمیبینم,0
لعنت به همو کسا,0
کمر تلفن سوخته حتمن برق بهانه نکن ,0
همی قدر فهمیدم که یک سیاه سر کته است,0
لوده ترسیدم,0
ای سیامار ,0
فقط طالب واری خخخخ,0
دلم است بچه بازی ره شروع کنم  ,0
همی قدر فهمیدم که یک سیاه سر کته است,0
"حیف اموتو لیتی که ننیت سر تو خورده 

#just_joke",0
لوده ترسیدم,0
حیف نان,0
ترساندی,0
"Shadokht HaliMa آینده ره دیده منصرف شو بچیم 

#فرو",0
MarYam Rahimi بيخي به تشويش ات شدم   ,0
چپ چپ دستم به آلو نمیرسه آلو ترش هست ...ـ,0
Halima MirzayiMirzayiبخشش باشه دیگه,0
چپ چپ دستم به آلو نمیرسه آلو ترش هست ...ـ,0
حلیمه زن مامای منافق مه هم است     ,0
هر کس طب میخانه بی وفا میباشه ,0
دلم از داکتری بد کدین تشویق کنین ماره  ,0
Amena Afghanبیگی خوده,0
هیچ خوبش نیست,0
Ha Khalili هوس طب نکنی   ,0
"دستم به آلو نمیرسه  آلو ترش است   
  ",0
مجرد استم ولی زنده گیم غم و درد است,0
مجردی سخت نیست اما از طرف شب که آنتن قطع میشه او سخت اس   ,0
همه شان مجرد استن بد بختا,0
مجرداماپردرد,0
" 
امادیگرا نمیمانه مارابه حال خودما  ",0
"           
غرور من را آسمان نداشد",0
د غمتان شریک,0
نیستم خوشحال  ,0
بسیار  دل دوستان متاهل ام بکفه ههههههه,0
طفلک بیچاره,0
خوشحال نمیباشم,0
"او پیسای خراب ره که پیشروی خود دوکان دار میکشی و جور جور ره د جیب میمانی 
همی دوکاندار ره زیاد زور میته",0
HåJî Àmàń از دست تو مام افسرده شدیم دوست جندیم   ,0
گشتی مره از خنده,0
امسال تمام سال رخصتی بود,0
"توره رخصتی کشتی مردم بیکاری  
حنفی بیوه",0
باز د همو وقت برق و نت تمام افغانستان هم قطع شوه که کل تان به شکست عشق مواجه شوین      ,0
هههههه توبه دعا کو یک شخص عاقل آدم خوب شود تاوطن ما آرام شود همین انتحاری گم شود بس چون زیاد جوان های ما را ازدست دادیم دیگه  بس است ماهم حق داریم زنده گی آرام کنیم همین حالاتمام مردم کشورما افسرده گی مریضی گرفته از دست غم تشویش,0
"اقتصاد افغانستان چقدر صدمه میبینه بریت مهم نیست 

باز فغان و ناله تان میبرایه که کار نیست پول نیست",0
نی افغانستان از نگاه اقتصاد کم ضعیف است که دگام رخصتی باشد,0
تمامي سال ما ده رخصتي تير شد  صبح دگه صبح فارع ميشم اما نميفامم چي خانديم,0
باز د همو وقت برق و نت تمام افغانستان هم قطع شوه که کل تان به شکست عشق مواجه شوین      ,0
ایق بیکاره,0
ای دیگه جگر خونی,0
اوج نادانی و تنبلی,0
50 دانه  کاندید حق ناق داریم ۱۰۰%  به دور دو میره,0
"متاسفانه چاپانی نیستم 
خوش هم ندارم",0
"Shikaluki dotata Karirimkateki
واويلا هیچ خوانده نمیشه ",0
ریشخند,0
خدا کمت نکنه رشیدی     ,0
بچهای خیانت کار,0
"واقعا سخته 
آدم باید خیلی زحمت کش باشه مثل من تا در امور متحوله پیروز و کامگار باشه",0
"ولا ای کارهای که ایقسم بچا میکنه نامردی گفته میشه باید متوجه ناموس خود هم باشن 
و ها اگر شوق عشق و محبت به سر دارن به پای یکی استاده شون نر واری تا آخره و بلاخره نکاح کنن",0
"این مرد بودن نیست 
این نهایت نامردی و پست فطرت بودن یک انسان نشان میدهد که از یک دختر سوء استفاده میکند",0
SuMaia JaMal زنده گی مه بیخی سخت است آفرینم ولا    ,0
"بلی شما درست فرمودی بچه بودن واقعا در افغانستان سخت است
چون بچه باید بچه باشد نی لندغر وشهوت پرست
برحال این ملت متاسفم ",0
"ای چی قسم یک گپ است 
تو هم بیخی خوده رسوا جور کدی فکاهی جور میکنم گفته
خدا زده",0
خدا گم کنه اتو بچه ره  ,0
بیخی بچه ها  ره بیاب کدی ,0
چقه سخت بوده.... ,0
حیف است  ,0
خدابزنیتان,0
لعنت به او قسم بچه,0
ههههههه خدا بزنیتان,0
از همین خاطر است که اکثریت مردم افغانستان بدبختند,0
او قسم دل شیر نیست دل خر است,0
اوج بی عزتی و بیغیرتی  ,0
بیاب شدن بیچاره ها            ,0
بره شما بچه کار سخت نیست کار هر روز تان اس ده پیش مکتب دخترا جای تان اس  باز گپای لوده گیش تو سیکو,0
اوج بی عزتی و نامردی  ,0
بی غیرتا افتخار هم می کنین به ای کار احمقانی تان,0
وقتی هر دویش خبر شد باز به داکتر زیبایی پلاستیک نیاز پیدا میکنی چون همو زشتی طبیعی ات هم نمیمانه برت   ,0
هیچ کس دوست نداره ,0
بدرنگ استم ,0
تمامش ازمه نفرت دارن وقتی درپیچ هامیگن منشن کودوستته که میخای به جهنم بره اولین نفرمه هستم که منشن کنم,0
"ای کسایی که میگن تربیه نداری 
وغیره و غیره 
 تربیه ره خو همی آدم ها استن بر ما الگو میشن
هر وقت د زنده گی تان مداخله کد زنده گی ره سرتان حرام ساخت 
باز میفامین که ای گپ مه حتا برشان کم هم است

زیاد نجفین مخالف ها

#فرو    ",0
تو یک تفنگ بتی که امی عمه ام ره یک تیر باران کنم دلم هنوز هم یخ نمی کنه,0
به خدا کشتی مه جان خاله از خنده کمی احترام شه داشته باش به خاطر که دختر کاکایم است ههههههه,0
نه عمه دوست دارم نه خاله هردویش بدم میایه,0
مہ از دست عمیم از بست ھمو ولایتش خوشم نمیایہ   ,0
بعضی عمه ها ره باید اعدام کرد.... ,0
"امی عمه ها خو چندان چیزی هم نیس که کس خوش داشته باشیش
یک چیلک انداز ناحق هستن ",0
خو ما چی خدمت کنیم,0
بی احترامی کدی د مقابل عمه ات,0
خو ما چی خدمت کنیم,0
همو گپ اوهمى جواب تو,0
مہ از دست عمیم از بست ھمو ولایتش خوشم نمیایہ   ,0
بی احترامی کدی د مقابل عمه ات,0
"خوبش کردی 
عمه نسق ترین آدم روی زمین است ",0
وی مه هیچ عمه ندارم    ,0
چقه بد,0
عمه ندارم,0
البت تو هم عمه خوده دوست نداری,0
بچیم تکلیف داری تو,0
ميسوزانه بيخي,0
"چه فایده از ای عکس های بی معنا 
بیازو مکتب خلاص کدی برو پوهنتون بخوان برو کورس انگلیسی   یک کمی سر سویه خود کار کو 
آواز خواندن کدام پیشرفت نیست بیازو مردم افغانستان تره آواز خوان قبول نداره.
برای پیشرفت در زندگیت یک راه دیگری انتخاب کو   ",0
خیله ترین    ..........,0
تی شرت ش بان  زیر بغل عرق پر ش سیل کو,0
"بلوز شه سیل کو خدایا توبه
اشتوک ",0
مره گوشکی ای نادیده کشت,0
دززززد ,0
تو عاشق نه کیسه بر بودی,0
"اگه امکان داره یک بار خوده معرفی کو و یک دانه عکس نسق خوده هم پوست کو  
 که ای بار خدای ناخواسته مبایل مره نبری       ",0
نبی دری نمیفهمه  ,0
نبی دری نمیفهمه  ,0
اینه خیله کمنت خیرات جم کن,0
وقتي گپ از خوردن و تحفه دادن باشه همه منشن میکنه  غیر از او نی     ,0
Mujib Nasrati جانم استی مقصد خوده مهم نه گیری,0
خودت میخواهی بری   خاطرشی   امو دلت میسوزی تظاهر میکنی . ,0
ها ولا ده ای خو شک نیست خو نام فیسبوک شه یاد ندارم  ,0
Rashid Hessari در اینقسم پوست ها مره منشن نمیکنی اگر میگفتن که یک زن سیاه ره به کدام رفیقت میتی باز مره منشن میکنی,0
والاهمی دختر خوهیچ مقبول نیست ,0
محارب مزین مزاق میکنه خوش نشو,0
منشن نمیتانم چون بلاک کده هههههههه,0
"کل حرف م والا مقبول برآمد 

خی اقه بدرنگ کلش مه استم ",0
Mohadesa Mohammadi همی دروغ,0
دروغ نگو   ,0
دروووخ,0
ای رقم دروغ کلان,0
دروغ است    ,0
دروغ گفته  ,0
"دروغ هست     
  ",0
درووووغ,0
"Bakhshullah Hashemi
راست میگه بقران 
بیخی د غم ماندیم",0
"MőHëb Mo
توبه چطور دروغ ميګن 
   ",0
برخلاف.,0
کس نبود مره منشن کنه چیقدر بخیل هستن یک مشنن هم نمیکنین ,0
چ پوست بی معنا.   ,0
خخخخخ,0
خدابزنید,0
افسوس به حال تان,0
ههههه خی چی کنند هم خیرات میارندهم گپ میزنی,0
   احمقانه,0
ده خیرات پپسی دعوا داری   ,0
د خیرات هم جنجال داری   ,0
حیف شوله     ,0
"تو ده خیرات هم جنجال داری 

کل ره ده عروسی نمیمانن دعوای شا بالایی داره  ",0
ههههه پشت کباب خوده کشتی,0
دروازه ماره چپه کنن خو بیارن مقصد,0
لوده آدم ده هر چیز رشخندی میکنین انفالو  ,0
"وای به حال شما 
شما لایق شوله شیرین هم نیستند",0
بخاطر که یخ میکنه,0
حیف اون زحمت وموادکه مصرف میشه,0
به پدرت نالت لوده بیشرف,0
یکی رم ندارم د سالگره ام تحفه بیته    ,0
جناب رشیدی فراموش کدین ایجه افغانستان است نه اروپا.,0
"آرزو های که هرگز نصیبم نشد   نمیشه و نخداشد 
عشقم رفته از ای دنیا",0
شب چی خورده بودی که هیچ هضم نمیشه,0
با او خوش بگذارنه بعد ولش کنه بره خوب نصیحت میکنی ,0
"ای کار دگه اوج بد اخلاقی است.
به نظرم که مسلمان هستیم و یک مسلمان چی مسئولیت دارد شاید شما بهتر بفهمین .
اگر مطالب خوبی بر پوست کردن نداری حد اقل مفکوره های مزخرف خوده پیش خود نگاه کو.
تماااااام",0
باز ده پوهنتون بجای مه حیف نان بره امتحان بته,0
وله تو سر زخم ما نمک میپاشی نفرین آمون شوله خور بر تو,0
از این فاحشه آموزی ها دست بردارین,0
چی حال دگر ادمین ها کجاست که ای دیوانه امده عاشقی درس میته  ,0
فایده نداره بعضی آدمها از ارزش دادن خوده گم میکنن,0
آنچه را خواندید یک پیام ناق بود    ,0
شب چی خورده بودی که هیچ هضم نمیشه,0
خو اخرش چی میشه  حیف امو پول ما عجب میمانن تا اخر هم,0
جناب رشیدی فراموش کدین ایجه افغانستان است نه اروپا.,0
سرشار دخترک پنجشیر چی میگه ای پلان داره امی پدر و مادر ما در امی وقت آخر بکشیماره   ,0
"اینجه اروپا نیست بچیم 
تو خو هستی",0
همی خیال پلو هاره زیاد تر چرب دار میزنی  ,0
کاش نصیحت خوب میکردی که به حرام نزدیک نشوین  پاک باشین هم از قهر خدا بترسین,0
خو باز چی فایده به مادر پدر نگویه خوب چکر های خوده بزنه آخر به دل مادرجانش دختر کاریگر و سرتنور که نان پخته کدنه یاد داره بگیره آیندی ای دختر دگه خراب شوه همطو  .درست نصیحت بکو بچیش  ,0
ای گپ ها د کشور ما نیست اگر باشه هم واقیعی نیست هوس و فریب است,0
مردم خوب بی راه کو آفرین  ,0
ایقه حوصله میبود درس مکتب ره میخواندیم  ,0
"خواب مه ایقه طولانی نمیباشه 
  ",0
